Date,Name,Year,Letterboxd URI
2019-01-18,Spotlight,2015,https://boxd.it/a84k
2019-01-18,Finding Nemo,2003,https://boxd.it/72i
2019-01-18,Shutter Island,2010,https://boxd.it/1U82
2019-01-18,Moana,2016,https://boxd.it/8tfY
2019-01-18,It Follows,2014,https://boxd.it/87wo
2019-01-18,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy
2019-01-18,Solo: A Star Wars Story,2018,https://boxd.it/bGWs
2019-01-18,The Imitation Game,2014,https://boxd.it/6aig
2019-01-18,Schindler's List,1993,https://boxd.it/2aq2
2019-01-18,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS
2019-01-18,Die Hard,1988,https://boxd.it/2a7u
2019-01-18,Silver Linings Playbook,2012,https://boxd.it/2TTo
2019-01-18,"Monsters, Inc.",2001,https://boxd.it/2a46
2019-01-18,Apocalypse Now,1979,https://boxd.it/6ZS
2019-01-18,Avatar,2009,https://boxd.it/1Efm
2019-01-18,The Big Short,2015,https://boxd.it/ajZw
2019-01-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk
2019-01-18,Oldboy,2003,https://boxd.it/29R2
2019-01-18,Trainspotting,1996,https://boxd.it/29XY
2019-01-18,Finding Dory,2016,https://boxd.it/4aAA
2019-01-18,Halloween,1978,https://boxd.it/2wRu
2019-01-18,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US
2019-01-18,The Cabin in the Woods,2011,https://boxd.it/1zOc
2019-01-18,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc
2019-01-18,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI
2019-01-18,Citizen Kane,1941,https://boxd.it/71O
2019-01-18,Casablanca,1942,https://boxd.it/2aG0
2019-01-18,The Babadook,2014,https://boxd.it/77xu
2019-01-18,Catch Me If You Can,2002,https://boxd.it/29VS
2019-01-18,Bird Box,2018,https://boxd.it/eh1i
2019-02-12,Velvet Buzzsaw,2019,https://boxd.it/gAy0
2019-02-16,Halloween,2018,https://boxd.it/f0uE
2019-02-16,Rosemary's Baby,1968,https://boxd.it/29zM
2019-02-16,The Exorcist,1973,https://boxd.it/1Yoo
2019-02-16,The Conjuring,2013,https://boxd.it/4sr2
2019-02-16,It Comes at Night,2017,https://boxd.it/eLuk
2019-02-16,Carrie,1976,https://boxd.it/20ZQ
2019-02-16,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS
2019-02-16,28 Days Later,2002,https://boxd.it/2aXU
2019-02-16,A Nightmare on Elm Street,1984,https://boxd.it/2aw0
2019-02-16,The Evil Dead,1981,https://boxd.it/29Go
2019-02-16,The Blair Witch Project,1999,https://boxd.it/26ua
2019-02-16,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q
2019-02-16,I Am Legend,2007,https://boxd.it/21DG
2019-02-16,The Birds,1963,https://boxd.it/2a6m
2019-02-16,Gremlins,1984,https://boxd.it/29gg
2019-02-16,The Conjuring 2,2016,https://boxd.it/7GJg
2019-02-16,Saw,2004,https://boxd.it/2aWW
2019-02-16,Evil Dead II,1987,https://boxd.it/29Ge
2019-02-16,Night of the Living Dead,1968,https://boxd.it/1WwA
2019-02-16,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS
2019-02-16,Hush,2016,https://boxd.it/d5ys
2019-02-16,From Dusk Till Dawn,1996,https://boxd.it/29HQ
2019-02-16,Poltergeist,1982,https://boxd.it/2a0o
2019-02-16,Nosferatu,1922,https://boxd.it/29TM
2019-02-16,The Purge,2013,https://boxd.it/4Xg0
2019-02-16,Insidious,2010,https://boxd.it/H4k
2019-02-16,The Others,2001,https://boxd.it/27Po
2019-02-16,Gerald's Game,2017,https://boxd.it/buKa
2019-02-16,The Visit,2015,https://boxd.it/9ssO
2019-02-16,Evil Dead,2013,https://boxd.it/3GPq
2019-02-16,Antichrist,2009,https://boxd.it/1Inu
2019-02-16,Warm Bodies,2013,https://boxd.it/2TFm
2019-02-16,The Ring,2002,https://boxd.it/2a70
2019-02-16,The Descent,2005,https://boxd.it/1YNy
2019-02-16,You're Next,2011,https://boxd.it/2WWK
2019-02-16,Army of Darkness,1992,https://boxd.it/29G4
2019-02-16,The Mist,2007,https://boxd.it/22r2
2019-02-16,Friday the 13th,1980,https://boxd.it/24fs
2019-02-16,The Ritual,2017,https://boxd.it/fo0I
2019-02-16,Paranormal Activity,2007,https://boxd.it/1yIM
2019-02-16,Sinister,2012,https://boxd.it/2TnW
2019-02-16,Audition,1999,https://boxd.it/1UHm
2019-02-16,Drag Me to Hell,2009,https://boxd.it/1Jzw
2019-02-16,Creep,2014,https://boxd.it/7l4c
2019-02-16,Trick 'r Treat,2007,https://boxd.it/1zvE
2019-02-16,Oculus,2013,https://boxd.it/4W9M
2019-02-16,The Woman in Black,2012,https://boxd.it/4wu
2019-02-16,The Omen,1976,https://boxd.it/29By
2019-02-16,Mama,2013,https://boxd.it/4i9s
2019-02-16,Orphan,2009,https://boxd.it/1CgM
2019-02-16,Saw II,2005,https://boxd.it/2aRs
2019-02-16,Christine,1983,https://boxd.it/1ZRQ
2019-02-16,The Strangers,2008,https://boxd.it/1VGY
2019-02-16,1408,2007,https://boxd.it/25Vu
2019-02-16,Silent Hill,2006,https://boxd.it/2a3C
2019-02-16,Saw III,2006,https://boxd.it/2aRC
2019-02-16,Candyman,1992,https://boxd.it/1Ys6
2019-02-16,"As Above, So Below",2014,https://boxd.it/7yui
2019-02-16,V/H/S,2012,https://boxd.it/2Y1c
2019-02-16,Hostel,2005,https://boxd.it/28ig
2019-02-16,Halloween,2007,https://boxd.it/27u6
2019-02-16,Creep 2,2017,https://boxd.it/dSEO
2019-02-16,Jeepers Creepers,2001,https://boxd.it/1ZAg
2019-02-16,Slither,2006,https://boxd.it/1Zks
2019-02-16,The Devil's Rejects,2005,https://boxd.it/28hC
2019-02-16,The Hills Have Eyes,2006,https://boxd.it/1XNC
2019-02-16,Saw IV,2007,https://boxd.it/29Sa
2019-02-16,The Grudge,2004,https://boxd.it/27Jq
2019-02-16,Children of the Corn,1984,https://boxd.it/1ViW
2019-02-16,Paranormal Activity 2,2010,https://boxd.it/ZnO
2019-02-16,V/H/S/2,2013,https://boxd.it/4Ysw
2019-02-16,The Human Centipede (First Sequence),2009,https://boxd.it/18Tu
2019-02-16,Housebound,2014,https://boxd.it/7qOk
2019-02-16,Rubber,2010,https://boxd.it/P2m
2019-02-16,Saw V,2008,https://boxd.it/1SMa
2019-02-16,John Dies at the End,2012,https://boxd.it/2BSW
2019-02-16,Snakes on a Plane,2006,https://boxd.it/2aAw
2019-02-16,The Eyes of My Mother,2016,https://boxd.it/cTd8
2019-02-16,The Crazies,2010,https://boxd.it/1nvW
2019-02-16,House of Wax,2005,https://boxd.it/1XaU
2019-02-16,Pontypool,2008,https://boxd.it/1yBw
2019-02-16,Saw 3D,2010,https://boxd.it/Znk
2019-02-16,Cabin Fever,2002,https://boxd.it/1TAu
2019-02-16,Saw VI,2009,https://boxd.it/1A2y
2019-02-16,XX,2017,https://boxd.it/9pU6
2019-02-16,A Serbian Film,2010,https://boxd.it/2wBc
2019-02-16,Raw,2016,https://boxd.it/dLd2
2019-02-17,The Sacrament,2013,https://boxd.it/6iEY
2019-02-18,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2
2019-02-24,Green Room,2015,https://boxd.it/a75m
2019-02-25,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G
2019-03-26,Us,2019,https://boxd.it/gnV6
2019-04-01,The Dirt,2019,https://boxd.it/aGN4
2019-04-01,The Dawn Wall,2017,https://boxd.it/hCP0
2019-04-01,Apostle,2018,https://boxd.it/f0so
2019-04-30,Friday the 13th,2009,https://boxd.it/1QAw
2020-01-07,Marriage Story,2019,https://boxd.it/hJAw
2020-01-07,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK
2020-01-08,Free Solo,2018,https://boxd.it/iEEq
2020-01-11,Casting JonBenet,2017,https://boxd.it/fgXM
2020-01-26,Midsommar,2019,https://boxd.it/jhxe
2020-02-24,Parasite,2019,https://boxd.it/hTha
2020-03-23,Ratatouille,2007,https://boxd.it/27ww
2020-05-09,The Lighthouse,2019,https://boxd.it/icFU
2020-08-23,The Little Shop of Horrors,1960,https://boxd.it/1xDm
2020-09-09,Southbound,2015,https://boxd.it/bX3Y
2020-09-09,The Lodge,2019,https://boxd.it/h2c2
2020-12-20,The Queen's Gambit,2020,https://boxd.it/s1Ym
2020-12-20,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm
2020-12-26,Soul,2020,https://boxd.it/ioLA
2020-12-27,Sound of Metal,2019,https://boxd.it/i7Q4
2021-02-02,Burning,2018,https://boxd.it/hHUa
2021-02-06,Crawl,2019,https://boxd.it/iwYi
2021-02-12,The Wailing,2016,https://boxd.it/9fLy
2021-02-18,The Fly,1986,https://boxd.it/1YIe
2021-02-18,Back to the Future,1985,https://boxd.it/2b8e
2021-02-18,Mulholland Drive,2001,https://boxd.it/297o
2021-02-18,12 Angry Men,1957,https://boxd.it/2auI
2021-02-18,13th,2016,https://boxd.it/elNg
2021-02-18,Raiders of the Lost Ark,1981,https://boxd.it/2bbs
2021-02-18,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA
2021-02-18,Alien,1979,https://boxd.it/2awY
2021-02-18,Rear Window,1954,https://boxd.it/2a6Q
2021-02-18,Black Swan,2010,https://boxd.it/Sw0
2021-02-18,L.A. Confidential,1997,https://boxd.it/27oC
2021-02-18,Let the Right One In,2008,https://boxd.it/1Qr0
2021-02-18,Memento,2000,https://boxd.it/2bcK
2021-02-18,The Nice Guys,2016,https://boxd.it/94Hg
2021-02-18,Unbreakable,2000,https://boxd.it/1XV2
2021-02-18,Modern Times,1936,https://boxd.it/25MC
2021-02-18,Lost in Translation,2003,https://boxd.it/2b0E
2021-02-18,Remember the Titans,2000,https://boxd.it/1VLk
2021-02-18,Kick-Ass,2010,https://boxd.it/1zaQ
2021-02-18,Signs,2002,https://boxd.it/26t2
2021-02-18,Scooby-Doo,2002,https://boxd.it/1YaQ
2021-02-18,The Sixth Sense,1999,https://boxd.it/29Js
2021-03-05,Judas and the Black Messiah,2021,https://boxd.it/lsew
2021-03-06,Nomadland,2020,https://boxd.it/lnRy
2021-03-12,There Will Be Blood,2007,https://boxd.it/20Z2
2021-03-15,The Invitation,2015,https://boxd.it/9OUU
2021-03-15,[REC],2007,https://boxd.it/20ma
2021-03-15,The Taking of Deborah Logan,2014,https://boxd.it/9r3o
2021-03-16,The Handmaiden,2016,https://boxd.it/948A
2021-03-21,Minari,2020,https://boxd.it/mL9M
2021-05-01,I Saw the Devil,2010,https://boxd.it/FaK
2021-05-29,A Quiet Place Part II,2020,https://boxd.it/iTx0
2021-06-07,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY
2021-06-08,Bo Burnham: Inside,2021,https://boxd.it/v2uy
2021-06-09,Memories of Murder,2003,https://boxd.it/1TSo
2021-06-10,Suspiria,2018,https://boxd.it/cioI
2021-06-18,Dogtooth,2009,https://boxd.it/158K
2021-06-21,Saint Maud,2019,https://boxd.it/l8QA
2021-07-08,State of Play,2009,https://boxd.it/1JnA
2021-07-15,The Strange Thing About the Johnsons,2011,https://boxd.it/56nO
2021-07-16,A Classic Horror Story,2021,https://boxd.it/sRY4
2021-07-21,The Act of Killing,2012,https://boxd.it/44Cg
2021-07-25,I Care a Lot,2020,https://boxd.it/mcHk
2021-07-26,Possessor,2020,https://boxd.it/fsJW
2021-07-27,Star Wars: Episode II - Attack of the Clones,2002,https://boxd.it/27V2
2021-07-31,The Lords of Salem,2012,https://boxd.it/3yDm
2021-08-01,My Heart Can't Beat Unless You Tell It To,2020,https://boxd.it/pLFY
2021-08-02,Ju-on: The Grudge,2002,https://boxd.it/1SY6
2021-08-04,Funny Games,1997,https://boxd.it/1WKM
2021-08-05,Lake Mungo,2008,https://boxd.it/1rWM
2021-08-06,Onibaba,1964,https://boxd.it/252a
2021-08-07,Pulse,2001,https://boxd.it/1s3y
2021-08-09,Martyrs,2008,https://boxd.it/1Yqu
2021-08-17,The Hills Have Eyes,1977,https://boxd.it/1Sa6
2021-08-20,Lights Out,2016,https://boxd.it/bAHc
2021-08-21,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq
2021-08-25,The Wicker Man,1973,https://boxd.it/1KnG
2021-08-28,No Country for Old Men,2007,https://boxd.it/21ew
2021-08-29,Tigers Are Not Afraid,2017,https://boxd.it/bIww
2021-08-30,The Brood,1979,https://boxd.it/1ovS
2021-09-10,A Tale of Two Sisters,2003,https://boxd.it/248m
2021-09-14,Malignant,2021,https://boxd.it/mViE
2021-09-26,Prom Night,2008,https://boxd.it/201c
2021-10-03,Titane,2021,https://boxd.it/nlQC
2021-10-04,The Invisible Man,2020,https://boxd.it/kWlA
2021-10-06,The Empty Man,2020,https://boxd.it/iIWS
2021-10-13,V/H/S/94,2021,https://boxd.it/shhy
2021-10-16,The Medium,2021,https://boxd.it/s0oi
2021-10-16,Ringu,1998,https://boxd.it/26tw
2021-10-19,Hellraiser,1987,https://boxd.it/1Zpi
2021-10-22,Noroi: The Curse,2005,https://boxd.it/1BN6
2021-10-25,Dune,2021,https://boxd.it/fA7G
2021-10-29,High Life,2018,https://boxd.it/d6bk
2021-11-01,Kandisha,2020,https://boxd.it/mqtG
2021-11-03,The Return of the Living Dead,1985,https://boxd.it/1V3W
2021-11-10,Caveat,2020,https://boxd.it/rX5M
2021-11-17,Mother,2009,https://boxd.it/1m9g
2021-11-22,The Terror Within,1989,https://boxd.it/1nGK
2021-11-22,The Terror Within II,1991,https://boxd.it/3XwU
2021-11-22,Deathstalker,1983,https://boxd.it/1Lhu
2021-11-23,The Lobster,2015,https://boxd.it/7tnw
2021-11-24,Her,2013,https://boxd.it/4O24
2021-12-16,Natural Born Killers,1994,https://boxd.it/2aNg
2021-12-17,Les Misérables,2012,https://boxd.it/2TT4
2021-12-26,The Nine Lives of Christmas,2014,https://boxd.it/9vBY
2021-12-28,Don't Look Up,2021,https://boxd.it/o0Hc
2021-12-31,Licorice Pizza,2021,https://boxd.it/qTKY
2022-01-02,Censor,2021,https://boxd.it/oHFS
2022-01-03,Gaia,2021,https://boxd.it/tWfq
2022-01-04,Punch-Drunk Love,2002,https://boxd.it/20E4
2022-01-14,I Know What You Did Last Summer,1997,https://boxd.it/2588
2022-01-15,The Alpinist,2021,https://boxd.it/psEM
2022-01-16,Kwaidan,1964,https://boxd.it/1kbY
2022-01-21,Terrified,2017,https://boxd.it/hCyy
2022-01-23,The Host,2006,https://boxd.it/28ZY
2022-01-25,You Won't Be Alone,2022,https://boxd.it/xjIG
2022-01-27,House,1977,https://boxd.it/1vsm
2022-01-28,Hellbound: Hellraiser II,1988,https://boxd.it/1ZfW
2022-01-31,Suspiria,1977,https://boxd.it/1SNW
2022-02-04,The Thing,1982,https://boxd.it/294O
